time;res_p;res_rho;res_vx;res_vy;res_vz;elapsed_time
0.0408;4.55665e-06;3.40981e-16;1.35979e-11;1.37366e-11;0;0.005989
0.0409;6.51535e-06;4.87553e-16;1.93253e-11;1.9299e-11;0;0.005932
0.041;8.87592e-06;6.64198e-16;2.6195e-11;2.60667e-11;0;0.005848
0.0411;1.15692e-05;8.65743e-16;3.41129e-11;3.36753e-11;0;0.005997
0.0412;1.46287e-05;1.09469e-15;4.30982e-11;4.22951e-11;0;0.005922
0.0413;1.79828e-05;1.34568e-15;5.2974e-11;5.19253e-11;0;0.0058
0.0414;2.16941e-05;1.6234e-15;6.39833e-11;6.26457e-11;0;0.005863
0.0415;2.57449e-05;1.92653e-15;7.59579e-11;7.43375e-11;0;0.005731
0.0416;3.01721e-05;2.25782e-15;8.90911e-11;8.71834e-11;0;0.005983
0.0417;3.49127e-05;2.61257e-15;1.033e-10;1.01154e-10;0;0.006166
0.0418;4.00207e-05;2.9948e-15;1.18607e-10;1.16031e-10;0;0.005892
0.0419;4.54567e-05;3.40159e-15;1.34889e-10;1.31932e-10;0;0.00586
0.042;5.1227e-05;3.83339e-15;1.52313e-10;1.48858e-10;0;0.005951
0.0421;5.73523e-05;4.29176e-15;1.70668e-10;1.66983e-10;0;0.00585
0.0422;6.38174e-05;4.77555e-15;1.9015e-10;1.85988e-10;0;0.005675
0.0423;7.06372e-05;5.28588e-15;2.10986e-10;2.06066e-10;0;0.00593
0.0424;7.78438e-05;5.82517e-15;2.32552e-10;2.27164e-10;0;0.005922
0.0425;8.53293e-05;6.38532e-15;2.55222e-10;2.49315e-10;0;0.005882
0.0426;9.31673e-05;6.97184e-15;2.78901e-10;2.72561e-10;0;0.00582
0.0427;0.000101327;7.58245e-15;3.03694e-10;2.96822e-10;0;0.005656
0.0428;0.000109825;8.21839e-15;3.29504e-10;3.22276e-10;0;0.005946
0.0429;0.000118663;8.87971e-15;3.56499e-10;3.4878e-10;0;0.005863
0.043;0.000127827;9.56547e-15;3.84492e-10;3.76061e-10;0;0.005983
0.0431;0.000137336;1.0277e-14;4.13569e-10;4.04503e-10;0;0.005892
0.0432;0.000147168;1.10128e-14;4.43761e-10;4.34101e-10;0;0.006106
0.0433;0.000157341;1.17741e-14;4.74962e-10;4.64588e-10;0;0.005946
0.0434;0.000167837;1.25595e-14;5.07269e-10;4.96143e-10;0;0.006025
0.0435;0.000178655;1.3369e-14;5.40663e-10;5.28772e-10;0;0.005946
0.0436;0.000189852;1.42069e-14;5.75066e-10;5.62449e-10;0;0.005947
0.0437;0.000201337;1.50664e-14;6.10475e-10;5.97323e-10;0;0.006063
0.0438;0.000213115;1.59477e-14;6.46923e-10;6.33247e-10;0;0.006001
0.0439;0.00022527;1.68573e-14;6.84722e-10;6.70021e-10;0;0.005979
0.044;0.000237726;1.77894e-14;7.23351e-10;7.07926e-10;0;0.005592
0.0441;0.00025049;1.87445e-14;7.63066e-10;7.46834e-10;0;0.005905
0.0442;0.000263609;1.97262e-14;8.0383e-10;7.86827e-10;0;0.006022
0.0443;0.00027702;2.07298e-14;8.45615e-10;8.27898e-10;0;0.005898
0.0444;0.000290777;2.17593e-14;8.88185e-10;8.70033e-10;0;0.005902
0.0445;0.000304854;2.28126e-14;9.32144e-10;9.13167e-10;0;0.006053
0.0446;0.000319226;2.38881e-14;9.77046e-10;9.57287e-10;0;0.005873
0.0447;0.000333892;2.49856e-14;1.02311e-09;1.00245e-09;0;0.005839
0.0448;0.000348916;2.61099e-14;1.07018e-09;1.04868e-09;0;0.005963
0.0449;0.000364244;2.72569e-14;1.11843e-09;1.09596e-09;0;0.005828
0.045;0.000379919;2.84299e-14;1.1678e-09;1.14418e-09;0;0.005994
0.0451;0.000395879;2.96242e-14;1.2181e-09;1.19367e-09;0;0.005984
0.0452;0.000412154;3.08421e-14;1.26952e-09;1.24399e-09;0;0.006115
0.0453;0.000428725;3.20821e-14;1.32203e-09;1.29532e-09;0;0.006084
0.0454;0.00044564;3.33479e-14;1.37518e-09;1.34775e-09;0;0.005948
0.0455;0.000462844;3.46353e-14;1.42944e-09;1.40114e-09;0;0.005866
0.0456;0.000480392;3.59485e-14;1.48486e-09;1.45572e-09;0;0.006101
0.0457;0.00049824;3.7284e-14;1.54145e-09;1.51137e-09;0;0.006037
0.0458;0.000516385;3.86418e-14;1.59918e-09;1.56782e-09;0;0.005575
0.0459;0.000534856;4.00241e-14;1.65778e-09;1.62533e-09;0;0.00582
0.046;0.00055364;4.14297e-14;1.71765e-09;1.68384e-09;0;0.006015
0.0461;0.000572635;4.28511e-14;1.77832e-09;1.74338e-09;0;0.00594
0.0462;0.000592005;4.43006e-14;1.84014e-09;1.80409e-09;0;0.00588
0.0463;0.000611693;4.57739e-14;1.90295e-09;1.86567e-09;0;0.005897
0.0464;0.000631697;4.72708e-14;1.96698e-09;1.92838e-09;0;0.005995
0.0465;0.000651987;4.87892e-14;2.03194e-09;1.99189e-09;0;0.005987
0.0466;0.000672538;5.0327e-14;2.09777e-09;2.05642e-09;0;0.006043
0.0467;0.000693387;5.18872e-14;2.16476e-09;2.12191e-09;0;0.006017
0.0468;0.000714561;5.34717e-14;2.23267e-09;2.18845e-09;0;0.00593
0.0469;0.000736089;5.50826e-14;2.30145e-09;2.256e-09;0;0.006039
0.047;0.000757872;5.67127e-14;2.37141e-09;2.32464e-09;0;0.00618
0.0471;0.000779912;5.83619e-14;2.44216e-09;2.39431e-09;0;0.006043
0.0472;0.00080226;6.00343e-14;2.51395e-09;2.46487e-09;0;0.007028
0.0473;0.000824946;6.17319e-14;2.58674e-09;2.53645e-09;0;0.005963
0.0474;0.000847833;6.34446e-14;2.66043e-09;2.60894e-09;0;0.005867
0.0475;0.000871052;6.51821e-14;2.73514e-09;2.6825e-09;0;0.006012
0.0476;0.000894547;6.69402e-14;2.81056e-09;2.75692e-09;0;0.006048
0.0477;0.000918287;6.87168e-14;2.88718e-09;2.83237e-09;0;0.006017
0.0478;0.000942417;7.05224e-14;2.96506e-09;2.90873e-09;0;0.005978
0.0479;0.000966844;7.23503e-14;3.04407e-09;2.98603e-09;0;0.005813
0.048;0.000991526;7.41974e-14;3.12395e-09;3.06442e-09;0;0.005638
0.0481;0.00101648;7.60647e-14;3.20443e-09;3.14357e-09;0;0.005964
0.0482;0.00104175;7.79559e-14;3.28623e-09;3.22374e-09;0;0.006119
0.0483;0.00106722;7.98615e-14;3.36899e-09;3.30493e-09;0;0.005707
0.0484;0.00109299;8.17902e-14;3.45282e-09;3.38711e-09;0;0.00587
0.0485;0.00111907;8.37413e-14;3.53732e-09;3.47018e-09;0;0.005963
0.0486;0.00114543;8.57143e-14;3.62258e-09;3.55425e-09;0;0.005927
0.0487;0.00117203;8.77049e-14;3.709e-09;3.63922e-09;0;0.006198
0.0488;0.00119896;8.97202e-14;3.79661e-09;3.72499e-09;0;0.005639
0.0489;0.00122611;9.17518e-14;3.88527e-09;3.81182e-09;0;0.005909
0.049;0.0012536;9.38085e-14;3.97421e-09;3.89952e-09;0;0.005971
0.0491;0.0012813;9.58819e-14;4.06428e-09;3.98811e-09;0;0.005838
0.0492;0.00130922;9.79708e-14;4.15483e-09;4.07749e-09;0;0.006021
0.0493;0.00133752;1.00088e-13;4.24692e-09;4.16796e-09;0;0.005819
0.0494;0.00136605;1.02224e-13;4.33969e-09;4.25941e-09;0;0.00572
0.0495;0.00139478;1.04373e-13;4.43291e-09;4.3517e-09;0;0.006054
0.0496;0.00142382;1.06547e-13;4.52784e-09;4.44501e-09;0;0.005913
0.0497;0.00145321;1.08746e-13;4.6237e-09;4.5388e-09;0;0.005954
0.0498;0.00148283;1.10963e-13;4.71987e-09;4.63366e-09;0;0.005945
0.0499;0.00151273;1.13199e-13;4.81728e-09;4.72941e-09;0;0.005714

